ID;Name;Is Active;City Insee Code;Address;Zip Code;Siret;France Services Label;Nombre d'aidants;Nombre D'usagers Uniques;Nombre De Demarche Par Structure;Nombre Demarche Argent;Nombre Demarche Etranger;Nombre Demarche Famille;Nombre Demarche Justice;Nombre Demarche Loisirs;Nombre Demarche Papier;Nombre Demarche Social;Nombre Demarche Transport;Nombre Demarche Travail;Nombre Demarche Logement
3509;MAISON FRANCE SERVICES (MFS) SAINT-PHILIPPE;TRUE;97417;64 RUE LECONTE DE LISLE;97442;21 974 017 200 016;TRUE;2;26;124;23;;29;;2;2;56;;46;35
3510;Relais de services au public du Pont du Gard;TRUE;30346;4 rue Saint André;30210;24 300 068 400 015;FALSE;4;10;311;13;7;39;7;;33;55;21;186;47
3511;France Services de Berre l'Etang;TRUE;13014;Bt 8 La Marièlie;13130;38 393 451 000 033;TRUE;6;7;152;19;20;39;17;17;20;27;17;19;24
3512;AGIS06;TRUE;06088;9 avenue Henri Matisse;06200;41 450 095 900 039;FALSE;1;;;;;;;;;;;;
3513;AMCS GROUPE ADDAP13;TRUE;13213;15 CHE DES JONQUILLES;13013;82 424 499 000 019;FALSE;2;;;;;;;;;;;;
3514;Association Familiale Laïque des Bouches du Rhône;TRUE;13214;Pôle de services des Flamants - 10, Avenue  ALEXANDRE ANSALDI;13014;44 991 199 900 034;FALSE;8;58;690;162;73;123;90;61;138;154;69;88;135
3515;Mairie d'Oraison;TRUE;04143;22 RUE PAUL JEAN;04700;21 040 143 600 014;FALSE;1;;;;;;;;;;;;
3516;Mission Locale du Pays de Grasse;TRUE;06069;16 CHE DE CAMPEROUSSE;06130;41 263 512 000 030;FALSE;3;;;;;;;;;;;;
3517;Médiathèque de Gien;TRUE;45155;8 rue Georges Clemenceau;45500;21 450 155 300 215;FALSE;4;;;;;;;;;;;;
3518;FEDERATION ADMR DU VAUCLUSE;TRUE;84092;32 AV CHARLES DE GAULLE;84130;34 040 308 800 032;FALSE;1;;;;;;;;;;;;
3519;CENTRE SOCIAL GAVOTTE PEYRET;TRUE;13106;43 CHE DE LA BEDOULE - TOUR J;13240;34 168 041 100 020;FALSE;1;;;;;;;;;;;;
3521;France Services Val de Durance;TRUE;04049;Les Jardins de la Cité 7 Cours Péchiney;04600;20 006 743 700 018;TRUE;2;;;;;;;;;;;;
3522;LIBERESPACE;TRUE;13100;PLACE JULES PELISSIER;13210;21 130 100 700 012;FALSE;1;;;;;;;;;;;;
3523;TARASCON ESPACE EMPLOI FAMILLE;TRUE;13108;AV PIERRE SEMARD;13150;38 424 546 000 025;FALSE;1;;;;;;;;;;;;
3524;Centre Communal d'Action Sociale de Trets;TRUE;13110;PL DU 14 JUILLET;13530;26 130 219 400 012;FALSE;0;;;;;;;;;;;;
3525;ADMR CHAMPSAUR VALGAUDEMAR;TRUE;05064;8 AV DE LA LIBERATION;05500;35 249 041 100 035;FALSE;3;2;10;2;;;;;;8;;;2
3526;Mutualité Sociale Agricole de Maine et Loire - France Services de Doué-en-Anjou;TRUE;49125;4 rue Saint Denis (Doué la Fontaine);49700;78 611 896 800 027;TRUE;7;;;;;;;;;;;;
3527;UDAF DE LA SARTHE;TRUE;72181;67 BD WINSTON CHURCHILL;72100;78 633 902 800 023;FALSE;4;;;;;;;;;;;;
3528;ASPIRE SERVICE;TRUE;49328;270 RUE DU CLOS BONNET;49400;38 107 481 400 033;FALSE;1;;;;;;;;;;;;
3529;France Services Le Lion d'Angers - Pôle Santé Social - MSA Maine et Loire;TRUE;49176;1 avenue Philéas Fogg;49220;78 611 896 800 027;TRUE;0;;;;;;;;;;;;
3530;Bureau Information Jeunesse Epinal;TRUE;88160;12 RUE DU GENERAL LECLERC;88000;21 880 160 300 018;FALSE;8;;;;;;;;;;;;
3531;Centre Moselle Solidarités Metz Sainte Barbe;TRUE;57463;7 rue Sainte Barbe;57000;22 570 001 200 019;FALSE;0;;;;;;;;;;;;
3532;CCAS de Forbach;TRUE;57227;AV ST REMY;57600;26 570 165 600 018;FALSE;3;;;;;;;;;;;;
3533;France Services;TRUE;08289;37 T AV DU GENERAL DE GAULLE;08110;24 080 084 700 016;TRUE;2;;;;;;;;;;;;
3534;Point d'Accompagnement Numérique ( PAN);TRUE;68066;11 avenue de la République;68000;17 680 001 900 018;FALSE;0;;;;;;;;;;;;
3535;France services Albestroff;TRUE;57494;3, rue du château;57670;21 570 011 300 016;TRUE;2;1;7;;;3;;;;3;;;3
3536;La Renardiere;TRUE;54076;3 rue de la meurthe;54360;78 331 498 200 019;FALSE;0;;;;;;;;;;;;
3540;Centre Communal d'Action Sociale SAINT-ANDRE-DE-SANGONIS;TRUE;34239;CRS DE LA PLACE	34725	SAINT-ANDRE-DE-SANGONIS;34725;1;FALSE;2;3;28;15;;6;;;;11;;2;2
3541;ADRESS;TRUE;97209;Immeuble MOTET- Résidence La Meynard- Chateauboeuf;97200;90 787 800 300 017;FALSE;2;;;;;;;;;;;;
3542;Maison France Services de MONTESQUIOU;TRUE;32285;"Hôtel de Ville

32320 Montesquiou

Occitanie";32320;21 320 285 600 018;TRUE;2;;;;;;;;;;;;
3543;France Services de Castelsarrasin;TRUE;82033;44 rue de la fraternité (sous-préfecture);82100;17 820 001 000 035;TRUE;4;1;3;2;;;;;;;2;;
3544;France services Conques-Marcillac;TRUE;12138;28 AV GUSTAVE BESSIERE;12330;24 120 064 100 058;TRUE;7;3;15;;;;;;;2;;14;
3545;Centre social LE MONASTERE;TRUE;12202;PL DE LA REPUBLIQUE;12000;21 120 146 200 010;FALSE;2;3;8;4;;2;;;2;2;;;
3546;MAISON FRANCE SERVICES CERET;TRUE;66049;6 boulevard Simon Battle;66400;24 660 037 300 087;TRUE;0;;;;;;;;;;;;
3548;CENTRE COMMUNAL D'ACTION SOCIALE DES ANGLES;TRUE;30011;1, avenue Jules Ferry;30133;26 300 060 600 016;FALSE;0;;;;;;;;;;;;
3550;Mairie de Cabestany;TRUE;66028;3 place des droits de l'homme;66330;21 660 028 800 015;FALSE;2;;;;;;;;;;;;
3551;Commune de Dun;TRUE;09157;38 RUE DES PYRENEES;09600;21 090 107 000 016;FALSE;1;;;;;;;;;;;;
3552;Maison Départementale de Proximité de Montgiscard;TRUE;31048;8 RD 813 - ZI du Canal;31450;22 310 001 700 423;FALSE;0;;;;;;;;;;;;
3553;Maison Départementale de Proximité de Nailloux;TRUE;31396;2 Avenue de Saint-Léon;31560;22 310 001 700 423;FALSE;0;;;;;;;;;;;;
3554;MAISON DE L'EMPLOI;TRUE;30258;PL Frédéric Mistral;30800;21 300 258 700 011;FALSE;3;14;45;;;12;;;;24;;24;2
3555;Maison Départementale de Proximité de Cintegabelle;TRUE;31145;Chemin de Planole;31550;22 310 001 700 423;FALSE;0;;;;;;;;;;;;
3556;Communauté de commune du TERNOIS;TRUE;62767;400 rue de Maisnil, parc du moulin;62130;20 006 967 200 018;FALSE;3;;;;;;;;;;;;
3557;FRANCE SERVICES LAVAUR;TRUE;81140;2 RUE DE L'ABATTOIR;81500;20 003 402 300 016;TRUE;2;23;268;40;11;50;33;8;44;52;56;83;43
3558;FRANCE SERVICES SAINT SULPICE LA POINTE;TRUE;81271;11 chemin de la Planquette;81370;20 003 402 300 016;TRUE;3;;;;;;;;;;;;
3559;Espace France Services SIDSCAVAR;TRUE;30351;1 ALL PIERRE LOUIS LOISIL;30400;25 300 322 200 028;TRUE;4;;;;;;;;;;;;
3560;MAIRIE DE SAUZET;TRUE;30061;24 RUE DU VALADAS;30190;21 300 313 000 019;FALSE;2;;;;;;;;;;;;
3561;Médiathèque départementale de la Haute-Garonne;TRUE;31555;1 BD DE LA MARQUETTE;31000;22 310 001 700 423;FALSE;3;;;;;;;;;;;;
3562;Maison départementale de proximité de Caraman;TRUE;31097;Place du Ravelin;31460;22 310 001 700 423;FALSE;1;;;;;;;;;;;;
3563;Maison départementale de proximité de Lanta;TRUE;31271;5 Rue de Crouzelys;31570;22 310 001 700 423;FALSE;0;;;;;;;;;;;;
3564;Point Numérique;TRUE;46229;94 avenue de la République;46130;20 006 637 100 010;FALSE;1;;;;;;;;;;;;
3565;CCAS Marguerittes;TRUE;30156;18 AV DE LA REPUBLIQUE;30320;26 300 049 900 016;FALSE;7;130;1 151;205;78;237;104;72;199;236;248;275;182
3566;MAIRIE SAINT-CHAPTES;TRUE;30241;AV DU CHAMP DE FOIRE;30190;21 300 241 300 010;FALSE;1;;;;;;;;;;;;
3567;CCAS de LENS;TRUE;62498;2 Rue Bayard;62300;21 620 498 200 013;FALSE;6;;;;;;;;;;;;
3568;Chantier d'insertion - CFPPA du Tarn;TRUE;81004;RTE DE TOULOUSE;81000;19 810 121 400 023;FALSE;2;1;10;;;2;;;;2;;8;
3569;MAISON DE QUARTIER SAINT WAAST;TRUE;59606;145 AVENUE DESANDROUINS;59300;78 386 425 900 198;FALSE;3;;;;;;;;;;;;
3570;EMMAÜS ALBI;TRUE;81317;LD BENECHE - 132. chemin de calvin;81430;39 949 798 100 015;FALSE;1;10;370;42;36;39;37;36;36;67;36;118;76
3571;Pimms médiation creil sud oise;TRUE;60463;25 AVENUE SAINT EXUPERY;60180;80 400 937 100 027;FALSE;4;;;;;;;;;;;;
3572;Résidence Pasteur - Service Logement Jeunes Argenton Buzançais;TRUE;36046;23 AV GEORGE SAND;36400;33 064 023 600 049;FALSE;2;;;;;;;;;;;;
3573;Maison France Services RIVIERE-SUR-TARN;TRUE;12200;Maison des Activités 9 Rte de Fontaneilles	12640	RIVIERE-SUR-TARN;12640;21 120 200 700 012;TRUE;1;;;;;;;;;;;;
3574;Mairie de Boisville la Saint Père;TRUE;28422;1 RUE DU STADE;28150;21 280 047 800 019;FALSE;1;;;;;;;;;;;;
3575;Ligue de l'enseignement - F.O.L. 28;TRUE;28218;4 IMP DU QUERCY;28110;77 510 406 000 071;FALSE;4;6;45;3;3;3;3;3;16;3;10;6;4
3576;ESPACE DELAHAYE;TRUE;76752;ROUTE DE TOTES;76760;21 760 752 200 018;FALSE;2;;;;;;;;;;;;
3577;France Services - Forum du Mortainais;TRUE;50359;24, rue du Rocher   MORTAIN;50140;20 006 942 500 011;TRUE;2;;;;;;;;;;;;
3578;Bus France services Coutances Mer et Bocage;TRUE;50376;PL DU PARVIS NOTRE DAME;50200;20 006 702 300 016;TRUE;2;;;;;;;;;;;;
3579;LE TREMPLIN;TRUE;27469;52 rue général de Gaulle;27340;26 270 041 200 014;FALSE;0;;;;;;;;;;;;
3581;Centre Communal d'Action Sociale Mont-Saint-Aignan;TRUE;76451;59 RUE LOUIS PASTEUR;76130;26 760 010 400 017;FALSE;4;6;82;17;2;9;2;2;4;28;7;10;18
3582;CCAS de Lilllebonne;TRUE;76712;ESP FRANCOIS MITTERRAND;76170;26 760 094 800 066;FALSE;4;5;17;;;2;;;2;9;;2;6
3583;Mairie de Greuville;TRUE;76400;1 PLACE DES SORCIERS;76810;21 760 327 300 012;FALSE;1;;;;;;;;;;;;
3585;Mairie de Monceaux en Bessin;TRUE;14047;889 rue des Pommiers;14400;21 140 436 300 015;FALSE;1;;;;;;;;;;;;
3586;CCAS de l'Anse-Bertrand;TRUE;97102;MAIRIE D ANSE BERTRAND;97121;21 971 102 500 011;FALSE;1;;;;;;;;;;;;
3587;Mairie de MASTAING;TRUE;59391;RUE JEAN JAURES;59172;21 590 391 500 019;FALSE;1;14;141;34;2;14;12;14;32;26;25;22;24
3588;Centre Social les Floralies;TRUE;59383;place George Dehove;59770;78 386 425 900 115;FALSE;3;;;;;;;;;;;;
3589;MAISON DE QUARTIER GODELEINE PETIT;TRUE;59350;24 RUE DES ARCHIVES;59800;34 179 264 600 026;FALSE;1;;;;;;;;;;;;
3590;Association du Pays des 7 Rivières;TRUE;70447;PL DU SOUVENIR FRANCAIS;70190;32 745 922 800 034;FALSE;2;3;7;;;;;;5;;2;;
3591;Médiathèque Pierre BAYLE;TRUE;25056;27 Rue de la République;25000;21 250 056 500 016;FALSE;1;;;;;;;;;;;;
3592;Centre Pierre de Coubertin;TRUE;25056;1, PLACE de Coubertin;25000;21 250 056 500 016;FALSE;0;;;;;;;;;;;;
3593;Centre Nelson Mandela;TRUE;25056;13 avenue de l'Ile de France;25000;21 250 056 500 016;FALSE;1;;;;;;;;;;;;
3594;Centre Communal d'Action Sociale de la Ville de Belfort;TRUE;90010;14 bis RUE DU GENERAL STROLZ;90000;26 900 010 500 263;FALSE;1;;;;;;;;;;;;
3595;France services Terres de Saône;TRUE;70228;1 rue du Général Leclerc;70160;20 004 187 900 012;TRUE;2;;;;;;;;;;;;
3596;Mairie de Pontarlier;TRUE;25462;56 RUE DE LA REPUBLIQUE;25300;21 250 462 500 014;FALSE;0;;;;;;;;;;;;
3597;COMITÉ DE QUARTIER DE LA VOINAIE;TRUE;90033;44 IMP GASTON GRELAT;90100;48 877 789 700 015;FALSE;1;;;;;;;;;;;;
3599;CCAS de QUETIGNY;TRUE;21515;PL THEODORE MONOD;21800;26 210 188 400 019;FALSE;9;1;2;;;;;;2;;;;
3600;Mairie de VALDOIE;TRUE;90099;PL LARGER;90300;21 900 099 900 017;FALSE;1;;;;;;;;;;;;
3601;Service Social Métropolitain Dijon;TRUE;21231;"40 AV DU DRAPEAU

Autres adresses : 
Mme RONNAT
11 rue de l'hopital
CS73310
21033 DIJON CEDEX
mronnat@metropole-dijon.fr

Mr FERRON
11 rue de l'hopital
CS73310
21033 DIJON CEDEX
eferron@ccas-dijon.fr";21000;24 210 041 000 123;FALSE;8;;;;;;;;;;;;
3602;France Services - sous-préfecture de l'arrondissement de Montbard;TRUE;21425;25 rue Champfleury;21500;17 210 001 800 057;TRUE;4;2;5;;;2;;;;;3;;
3603;France Services;TRUE;25388;3 AV LEON BLUM;25200;38 358 751 600 097;TRUE;1;;;;;;;;;;;;
3604;France Services - Pays des Achards;TRUE;85152;2 RUE MICHEL BRETON;85150;24 850 053 000 113;TRUE;2;;;;;;;;;;;;
3605;MAISON FRANCE SERVICES BAUGE EN ANJOU;TRUE;49018;15 Avenue Legoulz de la Boulaie;49150;20 005 270 200 012;TRUE;2;;;;;;;;;;;;
3606;CCAS de La Flèche;TRUE;72154;Espace Pierre Mendes France;72200;26 720 054 100 014;FALSE;5;;;;;;;;;;;;
3607;Arthon Animation Rurale;TRUE;44005;5 place de l'Eglise;44320;40 991 575 800 026;FALSE;1;;;;;;;;;;;;
3608;Centre Intercommunal D'Action Sociale Ernée;TRUE;53096;RUE ZA HAINAUD QUERMINAIS;53500;26 530 338 800 010;FALSE;2;1;2;;;;;;;;;2;
3609;Point d'accueil numérique de la Sous-Préfecture de Cholet;TRUE;49099;30 RUE TREMOLIERE;49300;17 490 001 900 020;FALSE;2;;;;;;;;;;;;
3610;LA RUCHE, Centre Social Laigné  Saint Gervais;TRUE;72350;Espace du Belin, 34 RUE DES FRERES BAILLEUL;72220;43 172 995 300 015;FALSE;1;;;;;;;;;;;;
3611;france services jaujac;TRUE;07156;place de la poste;07380;35 600 000 000 048;TRUE;1;;;;;;;;;;;;
3612;Tourisme Info Services Vallée de la Roanne;TRUE;26289;30 RUE DE LA POSTE;26340;39 522 168 200 028;FALSE;2;;;;;;;;;;;;
3613;Service Emploi - Insertion;TRUE;85191;70 rue Chanzy;85000;24 850 058 900 317;FALSE;6;;;;;;;;;;;;
3614;France Services Meysse;TRUE;07319;1 PL DE LA MAIRIE;07400;21 070 157 900 018;TRUE;2;;;;;;;;;;;;
3615;Maison France Services St Genest Malifaux;TRUE;42224;impasse de la Mairie;42660;24 420 062 200 011;TRUE;1;;;;;;;;;;;;
3616;MAIRIE DE NEULISE;TRUE;42171;54 CHE VIEUX;42590;21 420 156 800 018;FALSE;2;;;;;;;;;;;;
3617;Association Audaces's - Tiers Lieu le BRIQUET;TRUE;57224;RUE USSON DU POITOU;57730;43 975 819 400 013;FALSE;1;;;;;;;;;;;;
3619;Mairie de Die;TRUE;26113;7 RUE FELIX GERMAIN;26150;21 260 113 200 013;FALSE;2;;;;;;;;;;;;
3620;Communauté de Communes du Diois;TRUE;26113;42 RUE BUFFARDEL;26150;24 260 053 400 018;FALSE;1;;;;;;;;;;;;
3621;CCAS Bourg-en-Bresse - Maison France Services;TRUE;01053;2 BIS RUE CHARLES JARRIN;01000;21 010 053 300 012;TRUE;3;;;;;;;;;;;;
3622;GIP Habitat - ORCOD IN;TRUE;93048;3 rue Franklin;93100;18 750 016 000 044;FALSE;9;1;2;;;;;;;2;;;
3623;Ville de Pontarlier;TRUE;25462;56 RUE DE LA REPUBLIQUE;25300;21 250 462 500 014;FALSE;1;;;;;;;;;;;;
3624;Mairie d'Orgeux;TRUE;21462;24 rue de l'assomption;21490;21 210 469 900 013;FALSE;0;;;;;;;;;;;;
3625;MAIRIE DE COUTERNON;TRUE;21209;3, RUE DE DIJON;21560;21 210 209 900 018;FALSE;0;;;;;;;;;;;;
3626;Médiathèque - COMMUNE DE MONTERFIL;TRUE;35187;6 RUE DE LA MAIRIE;35160;21 350 187 700 012;FALSE;2;;;;;;;;;;;;
3627;CCAS DE PLOEMEUR;TRUE;56162;1 PL ANNE MARIE ROBIC;56270;26 560 150 000 019;FALSE;1;;;;;;;;;;;;
3628;Mairie de Saint-Grégoire;TRUE;35278;PL DE LA MAIRIE;35760;21 350 278 400 019;FALSE;2;;;;;;;;;;;;
3629;SIVOM Centre Social;TRUE;29020;PL DE RUTHIN;29510;20 007 284 100 014;FALSE;1;;;;;;;;;;;;
3630;Ville de Lorient;TRUE;56121;2 BD GAL LECLERC;56100;21 560 121 200 016;FALSE;2;;;;;;;;;;;;
3631;Centre Social de Vitré;TRUE;35360;27 RUE NOTRE DAME;35500;38 493 771 000 018;FALSE;1;;;;;;;;;;;;
3632;Commune de Plusquellec;TRUE;22031;BOURG;22160;21 220 243 600 011;FALSE;1;;;;;;;;;;;;
3634;Mairie de Plounévez-Lochrist;TRUE;29185;PL DE LA MAIRIE;29430;21 290 206 800 015;FALSE;2;;;;;;;;;;;;
3635;Médiathèque de Rieux;TRUE;56001;6 rue du Perron;56350;21 560 194 900 013;FALSE;1;;;;;;;;;;;;
3636;Mairie de Tonquédec;TRUE;22004;8 Rue de la Mairie 22140 Tonquédec;22140;21 220 340 000 016;FALSE;2;;;;;;;;;;;;
3637;Résidence Le Clos de la Saint Michel;TRUE;85152;13 rue de l'industrie;85150;26 850 363 800 028;FALSE;1;;;;;;;;;;;;
3638;CCAS VILLE-LA-GRAND;TRUE;74305;RUE LEARY;74100;21 740 305 400 018;FALSE;4;14;85;13;8;4;20;;8;8;10;17;2
3639;L'@telier d'Aurillac;TRUE;15014;18 RUE DE LA COSTE;15000;21 150 014 500 019;FALSE;1;;;;;;;;;;;;
3640;CENTRE COMMUNAL D'ACTION SOCIALE;TRUE;26165;90 AV JOSEPH COMBIER;26250;26 261 018 100 014;FALSE;1;;;;;;;;;;;;
3641;Mairie de Livron sur Drome;TRUE;26165;90 AV JOSEPH COMBIER;26250;21 260 165 200 010;FALSE;3;;;;;;;;;;;;
3642;Mairie de Péronnas;TRUE;01289;PL DE LA MAIRIE;01960;21 010 289 300 018;FALSE;2;;;;;;;;;;;;
3643;Communauté de Communes du Pays de Cayres Pradelles;TRUE;43077;Place de l'église;43490;24 430 112 300 018;FALSE;1;28;377;61;49;58;49;49;70;56;85;62;60
3644;CCAS de Cusset;TRUE;03095;8 rue du Président Wilson;03300;26 030 121 300 013;FALSE;4;10;96;12;10;15;10;10;25;8;25;11;17
3645;Mairie de CHÂTEL Accueil;TRUE;74063;109 Rte du Centre 74390 Châtel;74390;21 740 063 900 019;FALSE;3;;;;;;;;;;;;
3646;Scène nationale 61;TRUE;61001;2 AV DE BASINGSTOKE;61000;33 097 313 200 013;FALSE;2;;;;;;;;;;;;
3647;Les Passerelles;TRUE;42315;Rue du Geyser;42210;21 420 149 300 019;FALSE;2;;;;;;;;;;;;
3648;La poste Chaumont;TRUE;52121;39 rue Victoire de la marne;52000;35 600 000 000 048;FALSE;1;;;;;;;;;;;;
3649;MDS MOUZON;TRUE;08311;PLACE DE L'ABBATIALE;08210;22 080 004 900 011;FALSE;5;1;4;;;;;;2;;3;;
3650;ESCDD;TRUE;26113;Place de l'évêché;26150;30 280 113 900 049;FALSE;2;;;;;;;;;;;;
3651;CC PLaine Limagne;TRUE;63001;158 GRAND RUE;63260;20 007 119 900 018;FALSE;3;5;271;68;37;49;46;37;50;49;49;50;50
3652;Mairie de Richeling;TRUE;57419;RUE NATIONALE;57510;21 570 581 500 011;FALSE;1;;;;;;;;;;;;
3654;FRANCE SERVICES COLMAR PASTEUR;TRUE;68066;5A RUE DE ZURICH;68000;40 751 453 800 021;TRUE;2;;;;;;;;;;;;
3655;FRANCE SERVICES MULHOUSE COTEAUX;TRUE;68224;25 RUE MATHIAS GRUNENWALD;68100;40 751 453 800 021;TRUE;0;;;;;;;;;;;;
3656;Tiers-lieu Saint-Mihiel;TRUE;55463;13 Rue sur Meuse;55300;77 561 667 500 416;FALSE;1;;;;;;;;;;;;
3657;UTAMS SUD Molsheim;TRUE;67080;16 b  rue Gaston Romazzotti;67120;20 009 433 200 018;FALSE;2;;;;;;;;;;;;
3658;Communauté de Communes Pays de Colombey et Sud Toulois;TRUE;54008;6 IMP DE LA COLOMBE;54170;24 540 051 000 013;FALSE;4;;;;;;;;;;;;
3659;Communauté de communes des rives du Haut-Allier;TRUE;43112;6 PL ANDRE ROUX;43300;20 007 339 300 015;FALSE;5;;;;;;;;;;;;
3660;DIRECTION DE L INTEGRATION ALFA3A;TRUE;01053;1 RUE DES DIMES;01000;77 554 402 601 433;FALSE;5;;;;;;;;;;;;
3661;ASSOCIATION GAIA - POLE SANTE;TRUE;74010;6 RUE DU FORUM;74000;51 985 236 200 028;FALSE;3;;;;;;;;;;;;
3662;Collectif 31;TRUE;07010;17 RUE DES ALPES;07100;50 305 537 800 049;FALSE;1;;;;;;;;;;;;
3663;Maison Citoyenne Noel Guichard;TRUE;26281;PL HECTOR BERLIOZ;26100;77 944 552 700 046;FALSE;3;;;;;;;;;;;;
3664;AFPA LYON VENISSIEUX;TRUE;69259;35 BD DE JODINO;69200;82 422 814 201 536;FALSE;2;;;;;;;;;;;;
3665;CENTRE COMMUNAL D'ACTION SOCIALE DE BUCHERES;TRUE;10343;1 RUE DE LA MAIRIE;10800;26 100 065 700 013;FALSE;1;;;;;;;;;;;;
3666;Emmaüs Nord-Alsace;TRUE;67180;99 RTE DE BISCHWILLER;67500;32 728 688 600 012;FALSE;2;;;;;;;;;;;;
3667;France Services Chaource;TRUE;10080;"Communauté de Communes du Chaourçois et du Val d'Armance
19 rue des Roises";10210;20 007 104 100 046;TRUE;2;4;20;20;;;;;;;;;
3668;Mairie de Saint Jean sur Moivre;TRUE;51574;1 RUE DE L'EGLISE;51240;21 510 454 800 015;FALSE;0;;;;;;;;;;;;
3669;Café Solidaire des Aidants le P'tit Prince;TRUE;92007;1 PLACE CLAUDE DEBUSSY;92220;84 488 674 700 014;FALSE;1;;;;;;;;;;;;
3670;"CENTRE D'HEBERGEMENT DE STABILISATION  ""SOLEA""";TRUE;92073;4 B RUE PIERRE DUPONT;92150;77 568 497 001 705;FALSE;5;;;;;;;;;;;;
3671;Pension de famille Emile Duclaux;TRUE;92073;11 rue Emile Duclaux;92150;77 568 497 002 364;FALSE;1;;;;;;;;;;;;
3672;CCAS DE MIRAMONT DE GUYENNE;TRUE;47168;PL DE L'HOTEL DE VILLE;47800;26 470 122 800 019;FALSE;2;;;;;;;;;;;;
3673;France Services Béarn des Gaves;TRUE;64499;Siège social CCBG     289 RTE D ORTHEZ;64270;20 006 728 800 015;TRUE;2;;;;;;;;;;;;
3674;Mairie de Fontanières;TRUE;23167;1 Place de la mairie;23110;21 230 830 800 015;FALSE;1;1;3;;;;;;3;;;;
3675;DEMAIN FAISANT ATELIERS ET JARDINS;TRUE;24299;2 RUE DE BOST;24400;38 871 189 700 024;FALSE;2;;;;;;;;;;;;
3676;SDSEI Est Béarn;FALSE;64405;1 rue Françoise DOLTO;64160;22 640 001 800 876;FALSE;0;;;;;;;;;;;;
3677;Espace Multimédia Communal d'Aubusson;TRUE;23008;Esplanade Charles de Gaulle;23200;21 230 080 000 019;FALSE;2;;;;;;;;;;;;
3678;Espace France Services CUSSAC FORT MEDOC;TRUE;33146;11 PL DU GENERAL DE GAULLE;33460;21 330 146 800 012;TRUE;2;;;;;;;;;;;;
3679;Centre Multiservices;FALSE;64386;8 cours Pasteur;64800;21 640 417 800 016;FALSE;0;;;;;;;;;;;;
3680;Mairie ALLASSAC et France services ALLASSAC;TRUE;19005;2 PL DE LA REPUBLIQUE;19240;21 190 050 100 019;TRUE;3;;;;;;;;;;;;
3682;France Services Coteaux et landes de Gascogne;TRUE;47052;place Gambetta;47700;24 470 135 500 038;TRUE;4;62;299;17;;48;;;147;123;29;10;53
3683;MAIRIE DE BORS DE MONTMOREAU;TRUE;16230;23 ROUTE DE MONTMOREAU;16190;21 160 052 300 016;FALSE;1;;;;;;;;;;;;
3684;CENTRE SOCIAL CULTUREL ET SPORTIF DE HAUTE-CHARENTE;TRUE;16192;39 RUE DU 8 MAI;16270;38 934 347 600 021;FALSE;1;;;;;;;;;;;;
3685;La Colline;TRUE;33119;2 RUE STEPHANE MALLARME;33150;48 910 279 800 027;FALSE;2;;;;;;;;;;;;
3687;Eysines France services;TRUE;33162;1 place du rouillaou;33320;21 330 162 500 017;TRUE;2;8;91;18;14;14;14;14;14;21;17;15;14
3688;MAIRIE COUFFY SUR SARSONNE;TRUE;19134;ROUTE D' EYGURANDE;19340;20 006 674 400 018;FALSE;1;;;;;;;;;;;;
3689;MAIRIE LE MAS D' ARTIGES;TRUE;23067;3 LE POMET;23100;20 006 674 400 018;FALSE;0;;;;;;;;;;;;
3690;MAIRIE SAINT-MARTIAL-LE-VIEUX;TRUE;23067;3 SARSOUX;23100;20 006 674 400 018;FALSE;0;;;;;;;;;;;;
3691;Mairie de Maussac;TRUE;19136;10 avenue de la Mairie;19250;20 006 674 400 018;FALSE;1;;;;;;;;;;;;
3692;France-Services de Médis en Charente Marititme;TRUE;17421;25 Rue du 4eme Zouave;17600;35 600 000 066 757;FALSE;0;;;;;;;;;;;;
3693;Mairie du Haillan;TRUE;33200;137 AV PASTEUR;33185;21 330 200 300 016;FALSE;1;;;;;;;;;;;;
3694;SAFORE;TRUE;69259;49 BIS RUE LEO LAGRANGE;69200;38 761 899 400 025;FALSE;3;;;;;;;;;;;;
3695;Université Jean Moulin Lyon 3;TRUE;69388;1 C AV DES FRERES LUMIERE;69008;19 692 437 700 282;FALSE;1;;;;;;;;;;;;
3696;FRANCE SERVICES Beauce la Romaine;TRUE;41173;"11 Place de l'église
Ouzouer-Le-Marché";41240;1 348;TRUE;2;;;;;;;;;;;;
3697;France services Malesherbes;TRUE;45191;19/20 place du Martroy;45330;20 007 185 000 073;TRUE;2;6;31;4;4;6;4;4;4;4;9;6;4
3698;MAIRIE DE COUZIERS;TRUE;37088;1 Rue de la mairie;37500;21 370 088 300 019;FALSE;1;;;;;;;;;;;;
3701;Aquarelle;TRUE;13014;LE BEALET;13130;33 804 637 800 034;FALSE;4;;;;;;;;;;;;
3702;Espace Francine FOUSSA;TRUE;84072;85 chemin des Collégiens;84380;21 840 072 900 016;FALSE;1;5;15;2;;;;;12;2;2;;
3703;Mairie de Flassans-sur-Issole;FALSE;83073;30 B AV DU GENERAL DE GAULLE;83340;21 830 057 200 011;FALSE;0;;;;;;;;;;;;
3704;CCAS de Meyreuil;TRUE;13060;HOTEL DE VILLE;13590;26 130 132 900 015;FALSE;2;14;75;7;4;6;4;4;29;8;14;4;20
